,time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE,RUL
282,9870,16.676,5.994,24.579,0.058,-0.021,-0.042,0.086,0.08877367,0,0.122145701
283,9905,3.005,4.427,2.406,-0.003,-0.017,-0.023,0.116,0.08877367,0,0.122145701
284,9940,6.298,5.255,19.39,0.002,-0.002,-0.011,0.109,0.089146328,0,0.121773043
285,9975,13.044,0.751,-7.834,-0.009,0.078,0.109,0.108,0.089146328,0,0.121773043
286,10010,10.477,6.534,16.718,0.084,-0.061,-0.16,0.145,0.089146328,0,0.121773043
287,10045,17.962,5.822,23.325,0.044,-0.077,-0.019,0.123,0.089509764,0,0.121409607
288,10080,7.167,5.956,-2.895,-0.041,-0.025,-0.023,0.106,0.089509764,0,0.121409607
289,10115,-0.849,0.899,3.353,-0.046,-0.044,0.076,0.101,0.089509764,0,0.121409607
290,10150,15.947,15.298,20.5,0.008,-0.048,-0.044,0.105,0.089863643,0,0.121055728
291,10185,8.163,11.109,-1.497,0.04,0.012,-0.011,0.096,0.089863643,0,0.121055728
292,10220,-1.432,0.963,2.446,0.048,-0.026,0.189,0.085,0.089863643,0,0.121055728
293,10255,14.323,7.052,22.794,-0.059,-0.119,-0.016,0.1,0.090207649,0,0.120711722
294,10290,7.906,10.486,-3.427,0.184,0.113,0.07,0.093,0.090207649,0,0.120711722
295,10325,-1.484,3.886,4.201,-0.006,-0.042,0.062,0.078,0.090207649,0,0.120711722
296,10360,8.455,-11.415,-2.643,0.15,0.23,0.151,0.197,0.090541483,0,0.120377888
297,10395,11.869,7.746,16.331,0.095,0.04,0.169,0.117,0.090541483,0,0.120377888
298,10430,7.735,1.999,-1.141,0.02,0.035,-0.01,0.089,0.090541483,0,0.120377888
299,10465,0.848,1.718,0.164,-0.007,0.009,0.004,-0.004,0.090541483,0,0.120377888
300,10500,7.949,-6.594,-2.717,0.124,0.135,0.138,0.09,0.090864861,0,0.12005451
301,10535,13.105,8.696,18.63,0.003,-0.091,0.014,0.087,0.090864861,0,0.12005451
302,10570,8.154,2.5,-1.987,0.038,0.09,0.091,0.134,0.090864861,0,0.12005451
303,10605,8.605,-7.758,-1.186,0,-0.038,-0.002,0.095,0.091177517,0,0.119741854
304,10640,11.83,7.655,21.471,0.028,-0.01,0.102,0.088,0.091177517,0,0.119741854
305,10675,8.654,4.966,-1.923,-0.019,0.025,-0.047,0.096,0.091177517,0,0.119741854
306,10710,12.672,5.039,-5.257,0.053,-0.052,0.07,0.114,0.091479206,0,0.119440165
307,10745,-0.639,1.97,0.996,0.03,0.091,0.161,0.113,0.091479206,0,0.119440165
308,10780,-1.765,6.34,5.526,-0.079,0.085,-0.186,0.092,0.091479206,0,0.119440165
309,10815,12.714,9.248,-7.915,0.056,0.006,0.028,0.111,0.091769698,0,0.119149673
310,10850,-0.016,6.986,2.496,-0.011,0.046,0.085,0.086,0.091769698,0,0.119149673
311,10885,-3.145,3.865,5.901,-0.09,0.08,-0.2,0.07,0.091769698,0,0.119149673
312,10920,-4.402,3.037,-3.59,-0.078,-0.156,-0.254,0.187,0.092048781,0,0.11887059
313,10955,18.472,-3.432,24.887,0.035,-0.018,-0.105,0.082,0.092048781,0,0.11887059
314,10990,9.311,5.734,-5.161,-0.057,-0.051,-0.015,0.079,0.092048781,0,0.11887059
315,11025,-1.078,-0.825,0.38,0.055,0.067,0.054,-0.004,0.092048781,0,0.11887059
316,11060,4.455,3.113,13.705,-0.088,-0.065,0.002,0.095,0.092316266,0,0.118603105
317,11095,13.367,-0.783,-7.062,-0.007,-0.012,0.056,0.08,0.092316266,0,0.118603105
318,11130,6.786,6.151,3.752,0.035,-0.086,0.022,0.125,0.092316266,0,0.118603105
319,11165,13.548,-5.824,-1.349,0.085,-0.132,0.167,0.092,0.092571978,0,0.118347393
320,11200,3.775,3.648,14.808,0.027,0.003,-0.002,0.109,0.092571978,0,0.118347393
321,11235,-4.854,3.293,5.917,0.023,0.041,-0.048,0.075,0.092571978,0,0.118347393
322,11270,4.067,-7.004,-6.915,0.101,-0.061,-0.072,0.08,0.092815764,0,0.118103607
323,11305,15.877,9.98,21.919,0.046,-0.037,0.088,0.084,0.092815764,0,0.118103607
324,11340,-0.949,-1.051,2.37,0.033,0.046,-0.025,0.093,0.092815764,0,0.118103607
325,11375,-5.006,-8.924,-3.437,0.066,-0.042,-0.034,0.1,0.093047489,0,0.117871882
326,11410,10.689,11.273,12.327,0.08,-0.08,0.031,0.075,0.093047489,0,0.117871882
327,11445,2.792,-1.97,2.631,-0.17,0.083,-0.16,0.067,0.093047489,0,0.117871882
328,11480,15.402,-11.259,-1.373,0.188,-0.077,0.263,0.197,0.093267038,0,0.117652333
329,11515,3.162,15.17,7.901,-0.116,0.092,0.055,0.088,0.093267038,0,0.117652333
330,11550,6.612,10.774,14.095,-0.004,-0.053,-0.083,0.073,0.093267038,0,0.117652333
331,11585,0.978,1.569,0.82,-0.023,-0.02,-0.006,-0.004,0.093267038,0,0.117652333
332,11620,-2.52,6.818,-0.828,0.112,0.084,0.17,0.082,0.093474314,0,0.117445057
333,11655,10.464,11.949,19.467,0.081,0.007,-0.031,0.084,0.093474314,0,0.117445057
334,11690,5.886,-0.919,0.318,0.111,0.109,0.043,0.121,0.093474314,0,0.117445057
335,11725,6.465,0.268,-2.797,-0.008,-0.139,0.009,0.102,0.093669241,0,0.11725013
336,11760,5.65,7.457,14.841,0.033,0.106,0.109,0.108,0.093669241,0,0.11725013
337,11795,8.136,11.173,14.657,-0.013,-0.006,-0.162,0.07,0.093669241,0,0.11725013
338,11830,13.725,-2.502,-6.611,-0.075,-0.061,-0.056,0.083,0.09385176,0,0.117067611
339,11865,4.95,7.272,-2.258,0.071,0.019,0.102,0.08,0.09385176,0,0.117067611
340,11900,9.461,1.159,16.113,-0.018,-0.01,-0.118,0.079,0.09385176,0,0.117067611
341,11935,2.612,14.698,-3.631,-0.021,0.111,0.143,0.106,0.094021834,0,0.116897537
342,11970,14.624,-0.465,-4.554,-0.024,0.075,-0.011,0.074,0.094021834,0,0.116897537
343,12005,5.544,12.179,8.827,0.185,0.045,0.129,0.067,0.094021834,0,0.116897537
344,12040,8.088,-2.598,19.92,-0.124,-0.111,0.036,0.18,0.094179442,0,0.116739929
345,12075,11.68,2.981,-1.916,-0.029,0.093,0.092,0.088,0.094179442,0,0.116739929
346,12110,15.917,6.898,-7.401,-0.079,-0.103,0.071,0.081,0.094179442,0,0.116739929
347,12145,0.826,0.521,-0.145,0.048,0.059,0.056,-0.004,0.094179442,0,0.116739929
348,12180,3.863,5.751,16.576,-0.131,-0.117,-0.054,0.086,0.094324584,0,0.116594787
349,12215,9.898,3.624,-2.693,-0.019,0.074,0.004,0.099,0.094324584,0,0.116594787
350,12250,14.791,12.487,-4.487,-0.347,-0.182,-0.066,0.151,0.094324584,0,0.116594787
351,12285,8.734,5.899,16.29,-0.017,-0.034,0.014,0.092,0.094457278,0,0.116462093
352,12320,2.401,9.646,12.159,0.034,0.111,0.026,0.092,0.094457278,0,0.116462093
353,12355,13.387,4.254,-3.07,0.062,0.103,0.049,0.094,0.094457278,0,0.116462093
354,12390,5.84,28.91,2.302,0.067,0.075,0.134,0.086,0.094577561,0,0.11634181
355,12425,13.971,-2.111,22.166,-0.024,-0.03,-0.138,0.101,0.094577561,0,0.11634181
356,12460,-5.253,1.964,1.779,0.084,0.063,-0.058,0.087,0.094577561,0,0.11634181
357,12495,6.744,-10.701,-5.907,0.204,-0.042,-0.017,0.094,0.094685487,0,0.116233884
358,12530,13.241,25.454,15.043,-0.018,0.046,0.077,0.074,0.094685487,0,0.116233884
359,12565,9.472,5.859,12.813,-0.054,0.057,-0.175,0.068,0.094685487,0,0.116233884
360,12600,5.363,-16.054,-1.717,-0.057,0.024,-0.182,0.183,0.094781131,0,0.11613824
361,12635,1.869,15.624,3.01,0.091,0.007,0.054,0.089,0.094781131,0,0.11613824
362,12670,16.915,9.436,23.177,-0.08,0.041,-0.172,0.081,0.094781131,0,0.11613824
363,12705,12.861,4.336,-4.576,0.081,-0.001,-0.031,0.218,0.094781131,0,0.11613824
364,12740,-7.708,3.361,-0.33,-0.064,-0.084,-0.08,0.096,0.094864584,0,0.116054787
365,12775,14.321,8,21.202,-0.023,-0.043,0.015,0.093,0.094864584,0,0.116054787
366,12810,2.774,-3.241,1.986,0.069,0.023,-0.108,0.111,0.094864584,0,0.116054787
367,12845,3.775,3.378,-2.623,0.112,0.027,0.033,0.083,0.094935954,0,0.115983417
368,12880,7.657,7.502,14.446,-0.034,0.021,-0.044,0.096,0.094935954,0,0.115983417
369,12915,-6.007,6.381,9.159,0.05,0.019,-0.056,0.081,0.094935954,0,0.115983417
370,12950,6.948,-8.592,-4.936,0.04,-0.125,-0.042,0.08,0.094995369,0,0.115924002
371,12985,17.059,17.129,22.583,-0.066,-0.031,-0.019,0.103,0.094995369,0,0.115924002
372,13020,2.287,2.233,6.551,0.045,0.248,-0.05,0.077,0.094995369,0,0.115924002
373,13055,14.991,-4.736,26.015,-0.054,-0.003,0.142,0.129,0.095042971,0,0.1158764
374,13090,-2.598,8.184,6.847,0.131,0.097,0.103,0.078,0.095042971,0,0.1158764
375,13125,15.302,2.67,-9.48,-0.044,0.05,0.048,0.065,0.095042971,0,0.1158764
376,13160,23.116,14.928,27.21,-0.128,-0.183,-0.001,0.243,0.095078921,0,0.11584045
377,13195,-1.897,0.997,10.043,-0.159,-0.037,-0.334,0.098,0.095078921,0,0.11584045
378,13230,6.474,3.218,-7.079,-0.036,-0.016,-0.058,0.076,0.095078921,0,0.11584045
379,13265,-3.649,-0.725,-4.134,-0.107,-0.222,0.083,0.241,0.095078921,0,0.11584045
380,13300,12.711,3.652,23.87,-0.207,-0.067,-0.157,0.092,0.095103397,0,0.115815974
381,13335,13.584,4.825,-7.583,-0.009,0.033,0,0.097,0.095103397,0,0.115815974
382,13370,-5.756,0.489,-4.394,-0.064,-0.002,0.162,0.142,0.095103397,0,0.115815974
383,13405,16.574,3.837,27.991,0.064,0.068,0.072,0.094,0.095116591,0,0.11580278
384,13440,12.304,4.091,-1.508,-0.074,0.073,0.009,0.099,0.095116591,0,0.11580278
385,13475,6.631,8.508,-3.111,0.066,-0.157,0.121,0.09,0.095116591,0,0.11580278
386,13510,17.45,4.378,24.61,0.082,-0.152,0.1,0.089,0.095118712,0,0.115800659
387,13545,12.966,2.041,3.137,-0.034,0.014,0.094,0.079,0.095118712,0,0.115800659
388,13580,16.465,12.715,-5.404,-0.121,-0.121,0.172,0.127,0.095118712,0,0.115800659
389,13615,16.061,-3.361,25.659,0.191,0.035,0.074,0.139,0.095118712,0,0.115800659
390,13650,-5.458,7.456,9.13,0.037,0.114,-0.041,0.09,0.095118712,0,0.115800659
391,13685,20.191,2.823,-10.597,-0.092,0.028,-0.024,0.11,0.095118712,0,0.115800659
392,13720,19.331,28.356,23.976,-0.297,0.06,0.031,0.223,0.095118712,0,0.115800659
393,13755,-1.903,3.7,11.367,0.001,0.082,-0.138,0.101,0.095118712,0,0.115800659
394,13790,8.735,0.645,-8.024,-0.019,0.062,0.011,0.09,0.095118712,0,0.115800659
395,13825,-1.131,-1.814,2.865,-0.077,-0.121,0.087,0.246,0.095118712,0,0.115800659
396,13860,11.539,3.43,20.441,-0.142,-0.036,-0.132,0.075,0.095118712,0,0.115800659
397,13895,17.032,6.902,-8.892,-0.079,-0.009,0.023,0.115,0.095118712,0,0.115800659
398,13930,-8.91,-1.783,0.242,0.057,-0.116,0.17,0.186,0.095118712,0,0.115800659
399,13965,3.823,9.127,-7.176,-0.133,-0.085,-0.252,0.087,0.095118712,0,0.115800659
400,14000,-3.485,0.534,-2.424,-0.038,-0.081,0.007,0.115,0.095118712,0,0.115800659
401,14035,27.378,11.56,29.464,0.011,-0.013,-0.088,0.099,0.095118712,0,0.115800659
402,14070,5.369,2.528,-4.1,-0.05,-0.098,-0.048,0.101,0.095118712,0,0.115800659
403,14105,18.077,1.113,26.198,0.021,0.051,0.008,0.105,0.095118712,0,0.115800659
404,14140,-3.574,2.751,2.328,-0.055,0.005,-0.099,0.086,0.095118712,0,0.115800659
405,14175,-8.085,-0.49,-2.92,-0.01,-0.028,-0.127,0.111,0.095118712,0,0.115800659
406,14210,28.66,7.061,31.789,0.113,-0.065,-0.097,0.09,0.095118712,0,0.115800659
407,14245,5.014,-1.574,-3.724,-0.152,-0.026,-0.121,0.084,0.095118712,0,0.115800659
408,14280,13.242,-1.994,21.02,0.026,0.119,0.23,0.193,0.095118712,0,0.115800659
409,14315,20.231,0.011,-3.823,0.107,-0.024,0.111,0.103,0.095118712,0,0.115800659
410,14350,19.587,3.496,22.603,0.185,0.199,0.054,0.092,0.095118712,0,0.115800659
411,14385,9.32,7.811,1.009,0.049,0.102,0.099,0.182,0.095118712,0,0.115800659
412,14420,-2.741,10.289,-4.543,0.018,0.032,0.001,0.106,0.095118712,0,0.115800659
413,14455,-9.639,-3.743,-1.179,-0.1,0.027,0.037,0.081,0.095118712,0,0.115800659
414,14490,7.565,7.175,10.041,-0.009,0.013,-0.208,0.156,0.095118712,0,0.115800659
415,14525,14.324,11.137,18.874,-0.215,-0.141,-0.153,0.086,0.095118712,0,0.115800659
416,14560,1.606,6.752,-4.192,0.124,0.12,-0.041,0.144,0.095118712,0,0.115800659
417,14595,-5.207,-3.513,0.834,-0.062,-0.009,0.094,0.11,0.095118712,0,0.115800659
418,14630,-0.17,21.134,0.244,0.044,0.155,0.192,0.071,0.095118712,0,0.115800659
419,14665,-5.152,3.898,5.286,0.072,0.006,-0.08,0.087,0.095118712,0,0.115800659
420,14700,-5.451,-1.754,-3.301,-0.012,-0.043,0.025,0.111,0.095118712,0,0.115800659
421,14735,-6.795,4.452,-2.741,0.027,0.023,0.07,0.092,0.095207263,0,0.115712108
422,14770,3.662,7.547,13.242,-0.063,0.016,-0.062,0.091,0.095207263,0,0.115712108
423,14805,6.393,0.175,-4.138,0.112,0.042,0.141,0.083,0.095207263,0,0.115712108
424,14840,-1.483,2.718,11.208,0.081,0.188,-0.024,0.122,0.095440252,0,0.115479119
425,14875,11.051,-2.418,-6.075,0.083,-0.106,0.151,0.088,0.095440252,0,0.115479119
426,14910,22.545,11.765,27.697,-0.095,-0.098,-0.296,0.088,0.095440252,0,0.115479119
427,14945,0.293,2.724,1.328,0.021,0.028,0.021,-0.004,0.095661617,0,0.115257754
428,14980,25.035,16.057,24.595,0.01,-0.037,0.014,0.09,0.095661617,0,0.115257754
429,15015,14.195,2.778,-7.605,-0.053,-0.015,0.025,0.117,0.095661617,0,0.115257754
430,15050,-4.613,-6.324,5.404,0.202,0.038,0.18,0.167,0.095661617,0,0.115257754
431,15085,4.347,27.142,0.888,-0.108,-0.101,-0.047,0.081,0.095871448,0,0.115047923
432,15120,1.289,-1.252,6.366,0.061,0.076,-0.025,0.105,0.095871448,0,0.115047923
433,15155,-4.967,7.601,-1.906,0,0,0.216,0.139,0.095871448,0,0.115047923
434,15190,-2.569,9.242,-4.273,0.202,-0.069,0.005,0.086,0.096069853,0,0.114849518
435,15225,10.938,5.451,16.025,-0.134,0.015,-0.2,0.105,0.096069853,0,0.114849518
436,15260,9.051,8.247,-4.578,-0.158,-0.02,0.173,0.101,0.096069853,0,0.114849518
437,15295,17.614,-6.137,-5.529,0.29,-0.147,0.062,0.088,0.096256955,0,0.114662416
438,15330,24.534,2.545,27.544,-0.107,-0.079,-0.158,0.094,0.096256955,0,0.114662416
439,15365,14.587,8.095,-13.537,-0.012,0.023,0.084,0.108,0.096256955,0,0.114662416
440,15400,16.603,30.055,19.247,-0.201,0.048,0.011,0.131,0.096432895,0,0.114486476
441,15435,16.109,6.486,-2.731,0.027,-0.006,0.042,0.113,0.096432895,0,0.114486476
442,15470,-5.657,4.799,4.589,0.176,-0.055,0.14,0.093,0.096432895,0,0.114486476
443,15505,0.155,3.552,1.638,0.005,-0.012,-0.029,-0.004,0.096597827,0,0.114321544
444,15540,-1.266,0.018,6.243,0.048,-0.002,-0.102,0.117,0.096597827,0,0.114321544
445,15575,-0.082,0.589,-8.169,0.043,-0.098,0.073,0.091,0.096597827,0,0.114321544
446,15610,17.255,16.731,21.894,-0.034,0.082,-0.192,0.187,0.096597827,0,0.114321544
447,15645,18.255,-4.7,28.961,-0.066,0.076,-0.131,0.087,0.096751922,0,0.114167449
448,15680,13.536,2.8,-9.32,-0.123,-0.142,-0.086,0.101,0.096751922,0,0.114167449
449,15715,12.244,10.115,14.238,-0.073,-0.07,-0.275,0.107,0.096751922,0,0.114167449
450,15750,23.512,0.462,31.688,0.041,0.067,0.041,0.08,0.096895367,0,0.114024004
451,15785,6.549,10.231,-5.968,0.038,0.108,0.062,0.104,0.096895367,0,0.114024004
452,15820,-2.664,-2.904,2.54,0.209,0.097,0.15,0.117,0.096895367,0,0.114024004
453,15855,4.442,5.443,2.123,-0.056,0.183,0.232,0.089,0.09702836,0,0.113891011
454,15890,-4.57,-3.626,-5.848,0.018,-0.033,0.144,0.106,0.09702836,0,0.113891011
455,15925,11.09,9.976,18.42,0.033,0.034,-0.184,0.099,0.09702836,0,0.113891011
456,15960,6.047,-1.067,17.976,-0.092,0.095,-0.14,0.164,0.097151116,0,0.113768255
457,15995,-5.22,-8.286,-4.749,-0.088,-0.126,0.042,0.109,0.097151116,0,0.113768255
458,16030,17.288,15.054,25.316,-0.007,-0.147,-0.19,0.092,0.097151116,0,0.113768255
459,16065,1.242,3.931,1.559,0.012,-0.004,-0.013,-0.004,0.097263863,0,0.113655508
460,16100,4.999,13.345,-10.579,-0.124,0.016,-0.113,0.095,0.097263863,0,0.113655508
461,16135,-11.506,-2.477,-2.169,-0.07,-0.053,0.046,0.108,0.097263863,0,0.113655508
462,16170,17.859,18.112,18.961,0.018,0.106,-0.189,0.171,0.097263863,0,0.113655508
463,16205,18.733,5.767,29.363,-0.041,-0.011,-0.062,0.099,0.097366841,0,0.11355253
464,16240,15.657,-0.214,-7.9,-0.055,0.048,-0.009,0.105,0.097366841,0,0.11355253
465,16275,9.53,6.778,15.262,-0.014,-0.196,-0.008,0.11,0.097366841,0,0.11355253
466,16310,19.867,8.712,25.091,-0.069,-0.061,0.171,0.094,0.097460305,0,0.113459066
467,16345,6.87,3.934,-1.041,-0.202,0.016,-0.162,0.107,0.097460305,0,0.113459066
468,16380,0.788,3.623,5.14,0.081,-0.054,0.07,0.129,0.097460305,0,0.113459066
469,16415,-12.53,-7.253,-5.36,0.137,-0.124,-0.197,0.07,0.097544519,0,0.113374852
470,16450,26.917,11.679,31.961,-0.067,0.018,-0.103,0.099,0.097544519,0,0.113374852
471,16485,27.938,7.439,-13.641,0,0.148,0.211,0.085,0.097544519,0,0.113374852
472,16520,9.499,6.565,-10.637,-0.089,0.086,0.018,0.128,0.097619763,0,0.113299608
473,16555,0.728,18.963,0.304,0.056,-0.044,0.096,0.126,0.097619763,0,0.113299608
474,16590,14.5,6.268,20.619,-0.017,0.136,-0.163,0.071,0.097619763,0,0.113299608
475,16625,0.69,1.781,-0.516,0,-0.004,-0.016,-0.004,0.097686325,0,0.113233046
476,16660,29.269,4.154,-8.053,0.014,0.002,0.173,0.097,0.097686325,0,0.113233046
477,16695,7.982,11.15,16.441,-0.082,-0.143,-0.177,0.124,0.097686325,0,0.113233046
478,16730,-9.771,1.371,4.702,0.137,-0.036,-0.128,0.165,0.097686325,0,0.113233046
479,16765,4.406,4.065,2.926,-0.072,0.111,0.015,0.076,0.097744506,0,0.113174865
480,16800,-3.053,-2.202,-8.743,-0.02,-0.109,0.122,0.104,0.097744506,0,0.113174865
481,16835,22.312,13.294,22.448,-0.028,0.019,-0.103,0.123,0.097744506,0,0.113174865
482,16870,1.97,6.28,0.989,0.004,0.249,0.228,0.068,0.097794618,0,0.113124753
483,16905,-1.647,-4.362,-7.875,-0.1,-0.156,-0.008,0.089,0.097794618,0,0.113124753
484,16940,22.608,10.87,25.568,-0.001,0.063,-0.081,0.092,0.097794618,0,0.113124753
485,16975,28.687,-3.359,36.438,-0.151,-0.142,-0.239,0.08,0.09783698,0,0.113082391
486,17010,7.4,9.861,-7.601,-0.122,-0.081,-0.137,0.094,0.09783698,0,0.113082391
487,17045,-7.231,-1.737,4.067,0.04,-0.043,-0.001,0.093,0.09783698,0,0.113082391
488,17080,-7.754,15.728,-0.662,0.104,-0.03,0.193,0.129,0.097871925,0,0.113047446
489,17115,2.878,7.553,17.263,-0.248,-0.122,-0.292,0.085,0.097871925,0,0.113047446
490,17150,11.245,-1.362,-12.529,0.148,0.21,0.216,0.094,0.097871925,0,0.113047446
491,17185,13.825,-6.889,-4.066,-0.186,-0.036,-0.196,0.181,0.097899792,0,0.113019579
492,17220,17.253,14.61,21.823,0.163,-0.004,0.073,0.093,0.097899792,0,0.113019579
493,17255,7.045,0.304,-0.541,-0.024,0.004,-0.096,0.092,0.097899792,0,0.113019579
494,17290,1.152,2.816,5.4,-0.041,-0.077,0.04,0.161,0.097899792,0,0.113019579
495,17325,27.544,3.729,33.011,0.048,0.063,0.033,0.087,0.09792093,0,0.112998441
496,17360,6.277,7.453,-5.64,-0.007,-0.024,-0.116,0.094,0.09792093,0,0.112998441
497,17395,-8.631,-3.44,1.173,0.059,0.015,0.204,0.106,0.09792093,0,0.112998441
498,17430,-9.501,5.753,-3.826,0.088,-0.014,-0.014,0.076,0.097935697,0,0.112983674
499,17465,15.562,13.1,24.083,-0.005,-0.032,-0.086,0.084,0.097935697,0,0.112983674
500,17500,19.992,9.11,-7.729,-0.088,-0.079,-0.09,0.105,0.097935697,0,0.112983674
501,17535,11.952,2.29,-8.611,-0.01,0.026,0.098,0.095,0.097944456,0,0.112974915
502,17570,0.803,10.524,10.596,0.046,0.021,0.124,0.078,0.097944456,0,0.112974915
503,17605,-2.869,-0.728,1.885,0.116,-0.017,-0.095,0.089,0.097944456,0,0.112974915
504,17640,-5.07,9.804,1.087,0.062,0.095,0.034,0.158,0.097947582,0,0.112971789
505,17675,-6.306,-8.367,-8.039,-0.028,-0.139,-0.106,0.099,0.097947582,0,0.112971789
506,17710,34.842,17.602,36.351,0.091,0.112,0.016,0.089,0.097947582,0,0.112971789
507,17745,1.253,-0.717,3.09,0.043,0.041,0.04,-0.004,0.097947582,0,0.112971789
508,17780,34.701,2.338,38.277,0.043,-0.009,-0.052,0.087,0.097947582,0,0.112971789
509,17815,13.43,7.535,-9.859,0.039,0.114,0.147,0.094,0.097947582,0,0.112971789
510,17850,-4.762,-4.41,4.697,0.117,-0.049,-0.005,0.132,0.097947582,0,0.112971789
511,17885,16.718,2.844,-11.864,-0.079,-0.049,-0.153,0.069,0.097947582,0,0.112971789
512,17920,26.318,10.402,25.742,0.093,0.028,0.008,0.073,0.097947582,0,0.112971789
513,17955,20.387,5.619,-8.201,-0.135,-0.031,-0.007,0.105,0.097947582,0,0.112971789
514,17990,9.451,27.087,15.173,0.018,0.121,0.124,0.092,0.097947582,0,0.112971789
515,18025,1.632,4.848,-0.599,-0.073,-0.075,-0.083,0.088,0.097947582,0,0.112971789
516,18060,-14.426,-2.748,1.083,-0.036,-0.11,-0.045,0.093,0.097947582,0,0.112971789
517,18095,6.545,9.796,-5.633,-0.014,0.11,0.104,0.083,0.097947582,0,0.112971789
518,18130,-7.395,5.28,-1.277,0.017,-0.207,-0.037,0.095,0.097947582,0,0.112971789
519,18165,5.009,0.719,9.696,-0.015,0.025,-0.304,0.155,0.097947582,0,0.112971789
520,18200,25.671,20.169,25.414,-0.071,-0.112,0.002,0.163,0.097947582,0,0.112971789
521,18235,14.303,8.844,-7.607,0.015,0.127,0.135,0.107,0.097947582,0,0.112971789
522,18270,-9.884,-2.694,0.985,-0.015,-0.062,0.141,0.103,0.097947582,0,0.112971789
523,18305,-2.223,-0.521,0.191,-0.04,-0.032,-0.049,-0.004,0.097947582,0,0.112971789
524,18340,19.184,0.425,-11.291,0.092,0.08,0.05,0.087,0.097947582,0,0.112971789
525,18375,10.321,17.296,16.876,0.101,-0.071,-0.007,0.098,0.097947582,0,0.112971789
526,18410,-5.835,-2.703,2.873,0.061,0.078,0.012,0.17,0.097947582,0,0.112971789
527,18445,11.135,-8.047,-3.687,0.143,-0.085,-0.135,0.105,0.097947582,0,0.112971789
528,18480,15.956,11.043,22.228,0.064,-0.058,-0.073,0.099,0.097947582,0,0.112971789
529,18515,1.303,-0.019,-0.346,-0.028,0.072,-0.015,0.094,0.097947582,0,0.112971789
530,18550,-2.027,2.741,11.1,-0.011,-0.03,-0.205,0.106,0.097947582,0,0.112971789
531,18585,13.613,-1.103,-9.65,-0.059,0.053,0.045,0.088,0.097947582,0,0.112971789
532,18620,23.32,14.083,25.823,0.037,-0.105,-0.077,0.102,0.097947582,0,0.112971789
533,18655,-4.141,-0.141,8.717,-0.033,0.154,0.046,0.089,0.097947582,0,0.112971789
534,18690,7.903,-5.197,-7.377,0.089,0.031,0.07,0.115,0.097947582,0,0.112971789
535,18725,14.197,11.905,25.546,-0.095,-0.157,-0.18,0.104,0.097947582,0,0.112971789
536,18760,4.71,0.964,19.898,-0.282,0.174,0.061,0.125,0.097947582,0,0.112971789
537,18795,24.004,1.046,-9.394,-0.143,0.138,0.174,0.102,0.097947582,0,0.112971789
538,18830,6.59,7.172,19.572,0.035,0.024,0.02,0.126,0.097947582,0,0.112971789
539,18865,-0.9,0.728,-0.336,0.108,0.1,0.092,-0.004,0.097947582,0,0.112971789
540,18900,15.961,4.163,-13.072,-0.061,0.034,-0.07,0.104,0.097947582,0,0.112971789
541,18935,-9.728,-0.23,-1.833,0.13,-0.072,0.106,0.121,0.097947582,0,0.112971789
542,18970,35.438,22.719,31.857,-0.056,0.116,-0.041,0.163,0.097947582,0,0.112971789
543,19005,38.166,3.624,36.38,0.246,-0.087,0.048,0.085,0.097947582,0,0.112971789
544,19040,21.885,7.096,-11.083,-0.176,0,-0.082,0.096,0.097947582,0,0.112971789
545,19075,3.254,-4.024,17.885,0.115,-0.111,0.009,0.108,0.097947582,0,0.112971789
546,19110,-3.938,3.579,10.193,0.057,0.057,0.117,0.104,0.097947582,0,0.112971789
547,19145,4.274,-4.1,-11.588,-0.048,-0.085,-0.015,0.108,0.097947582,0,0.112971789
548,19180,32.613,16.094,32.034,-0.157,-0.277,-0.258,0.091,0.097947582,0,0.112971789
549,19215,11.467,11.581,-6.395,0.053,-0.027,-0.079,0.082,0.097947582,0,0.112971789
550,19250,-14.371,-1.718,-3.854,0.03,-0.209,-0.13,0.094,0.097947582,0,0.112971789
551,19285,15.086,12.796,20.667,-0.013,0.088,-0.086,0.101,0.097947582,0,0.112971789
552,19320,19.13,-1.052,-13.283,0.033,-0.019,-0.091,0.129,0.097947582,0,0.112971789
553,19355,15.499,23.78,19.958,-0.131,-0.073,-0.021,0.099,0.097947582,0,0.112971789
554,19390,5.973,-2.48,2.034,0.022,0.096,0,0.092,0.097947582,0,0.112971789
555,19425,-0.552,-0.014,0.514,0.006,0.015,0.016,-0.005,0.097947582,0,0.112971789
556,19460,9.669,-7.546,-6.372,-0.074,-0.294,-0.2,0.1,0.097947582,0,0.112971789
557,19495,36.652,12.901,35.64,-0.006,0.07,0.127,0.071,0.097947582,0,0.112971789
558,19530,14.692,5.276,-7.597,-0.011,0,-0.064,0.189,0.097947582,0,0.112971789
559,19565,18.742,1.379,28.288,-0.088,0.11,0.02,0.092,0.097947582,0,0.112971789
560,19600,19.838,3.957,-10.246,-0.081,0.103,0.042,0.104,0.097947582,0,0.112971789
561,19635,11.321,3.981,19.143,0.146,-0.044,0.104,0.087,0.097947582,0,0.112971789
562,19670,-0.263,6.454,1.811,-0.054,0.009,0.098,0.115,0.097947582,0,0.112971789
563,19705,0.831,-2.302,-10.42,0.062,-0.003,0.271,0.09,0.097947582,0,0.112971789
