,time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE,RUL
282,9588,4.787,1.666,-3.717,0.163,-0.193,0.056,0.089,0.114134163,0,0.120581786
283,9622,1.293,6.295,8.099,0.036,0.053,0.04,0.09,0.114134163,0,0.120581786
284,9656,14.054,9.625,17.998,-0.065,-0.156,-0.098,0.093,0.114134163,0,0.120581786
285,9690,4.851,6.18,-5.157,-0.06,0.209,-0.063,0.088,0.114391387,0,0.120324562
286,9724,13.846,-0.76,-5.2,-0.085,-0.147,-0.101,0.093,0.114391387,0,0.120324562
287,9758,6.479,10.099,4.511,-0.072,0.063,0.17,0.088,0.114391387,0,0.120324562
288,9792,9.35,30.617,10.141,0.016,0.168,-0.256,0.077,0.114628989,0,0.12008696
289,9826,9.005,1.627,18.075,0.046,0.153,0.147,0.088,0.114628989,0,0.12008696
290,9860,10.104,11.808,15.088,-0.002,0.053,-0.004,0.065,0.114628989,0,0.12008696
291,9894,18.863,3.72,26.045,0.008,0.259,0.091,0.153,0.114847099,0,0.11986885
292,9928,3.034,3.851,12.475,-0.056,-0.247,0.014,0.065,0.114847099,0,0.11986885
293,9962,0.695,1.956,2.596,0.004,0.087,-0.035,0.085,0.114847099,0,0.11986885
294,9996,16.359,5.496,-1.73,0.135,-0.037,0.006,0.177,0.114847099,0,0.11986885
295,10030,10.634,8.275,-5.965,0.022,0.038,-0.121,0.079,0.115045886,0,0.119670063
296,10064,15.345,5.94,-4.529,-0.062,-0.09,-0.03,0.098,0.115045886,0,0.119670063
297,10098,-0.432,0.354,2.039,0.081,0.007,0.271,0.105,0.115045886,0,0.119670063
298,10132,4.068,6.445,3.232,-0.073,-0.024,-0.138,0.093,0.115225558,0,0.119490391
299,10166,8.004,7.841,-2.351,0.071,0.222,0.065,0.085,0.115225558,0,0.119490391
300,10200,7.606,6.514,0.795,-0.167,-0.061,-0.219,0.087,0.115225558,0,0.119490391
301,10234,12.934,22.34,19.179,-0.144,0.236,-0.005,0.084,0.115386357,0,0.119329592
302,10268,10.676,5.602,19.812,-0.123,-0.286,-0.064,0.096,0.115386357,0,0.119329592
303,10302,-1.643,4.804,3.702,-0.066,-0.197,-0.002,0.068,0.115386357,0,0.119329592
304,10336,2.541,27.432,6.389,0.069,0.003,-0.095,0.127,0.115528563,0,0.119187386
305,10370,16.475,4.516,25.578,0.074,-0.088,0.094,0.074,0.115528563,0,0.119187386
306,10404,8.383,10.276,18.378,-0.025,-0.344,0.01,0.081,0.115528563,0,0.119187386
307,10438,2.486,2.693,3.902,-0.082,-0.081,-0.099,-0.005,0.115652489,0,0.11906346
308,10472,1.88,13.646,9.127,-0.057,0.141,-0.065,0.077,0.115652489,0,0.11906346
309,10506,15.204,8.26,25.049,0.036,-0.022,0.094,0.08,0.115652489,0,0.11906346
310,10540,12.676,8.496,12.803,-0.401,-0.077,-0.217,0.11,0.115652489,0,0.11906346
311,10574,3.33,8.163,-5.605,-0.021,0.089,-0.126,0.079,0.115758482,0,0.118957467
312,10608,5.824,-0.93,-7.1,0.084,-0.015,0.187,0.103,0.115758482,0,0.118957467
313,10642,9.358,6.752,12.833,0.001,0.099,0.029,0.079,0.115758482,0,0.118957467
314,10676,15.675,-1.936,-9.027,0.009,0.168,-0.127,0.086,0.115846922,0,0.118869027
315,10710,3.56,12.773,2.873,-0.11,0.049,-0.111,0.102,0.115846922,0,0.118869027
316,10744,11.671,4.746,13.603,0.009,0.032,0.094,0.076,0.115846922,0,0.118869027
317,10778,-2.627,5.195,-5.664,0.256,-0.269,-0.319,0.092,0.115918219,0,0.11879773
318,10812,20.835,-0.148,25.045,0.025,0.1,0.309,0.071,0.115918219,0,0.11879773
319,10846,3.215,0.615,-1.546,0.056,-0.158,-0.006,0.077,0.115918219,0,0.11879773
320,10880,3.648,12.49,-7.497,-0.118,0.207,-0.178,0.172,0.115972816,0,0.118743133
321,10914,7.14,-4.99,-6.896,-0.003,-0.154,-0.084,0.083,0.115972816,0,0.118743133
322,10948,13.552,15.068,17.829,0.134,0.121,0.099,0.088,0.115972816,0,0.118743133
323,10982,-0.131,4.858,4.845,-0.035,-0.36,-0.284,0.139,0.115972816,0,0.118743133
324,11016,15.949,-3.337,-4.891,0.036,-0.25,0.034,0.088,0.116011181,0,0.118704768
325,11050,6.515,16.527,9.957,0.1,0.179,0.102,0.091,0.116011181,0,0.118704768
326,11084,12.552,7.601,16.167,-0.29,-0.118,-0.26,0.086,0.116011181,0,0.118704768
327,11118,-2.061,6,-4.197,0.186,-0.212,-0.081,0.089,0.116033812,0,0.118682137
328,11152,18.006,5.998,23.652,-0.005,0.216,0.027,0.08,0.116033812,0,0.118682137
329,11186,-1.802,-0.395,-0.839,0.123,-0.09,0.132,0.08,0.116033812,0,0.118682137
330,11220,23.709,-6.173,27.046,0.189,0.162,0.56,0.089,0.116041232,0,0.118674717
331,11254,0.99,6.163,0.36,0,0,-0.107,0.085,0.116041232,0,0.118674717
332,11288,10.954,2.165,-7.688,-0.082,0.13,-0.013,0.082,0.116041232,0,0.118674717
333,11322,8.51,-5.232,19.772,0.049,0.16,0.641,0.157,0.116041232,0,0.118674717
334,11356,7.872,10.737,-6.056,-0.251,0.223,-0.188,0.11,0.116041232,0,0.118674717
335,11390,1.7,-0.931,-6.895,-0.067,0.024,-0.039,0.112,0.116041232,0,0.118674717
336,11424,5.699,6.156,10.493,0.139,0.136,0.24,0.184,0.116041232,0,0.118674717
337,11458,7.371,-3.441,-3.583,0.105,-0.297,-0.021,0.091,0.116041232,0,0.118674717
338,11492,3.807,6.757,13.552,-0.061,0.137,0.055,0.084,0.116041232,0,0.118674717
339,11526,6.388,10.728,11.276,0.061,-0.215,-0.202,0.094,0.116041232,0,0.118674717
340,11560,-0.585,2.19,-1.874,0.043,-0.261,-0.278,0.1,0.116041232,0,0.118674717
341,11594,11.191,-0.668,18.843,-0.179,0.332,0.15,0.125,0.116041232,0,0.118674717
342,11628,-3.346,3.165,1.664,-0.019,-0.316,-0.015,0.068,0.116041232,0,0.118674717
343,11662,21.659,1.948,27.147,-0.099,0.42,0.203,0.086,0.116041232,0,0.118674717
344,11696,1.293,3.476,1.361,-0.08,0.023,-0.158,0.105,0.116041232,0,0.118674717
345,11730,9.08,6.116,-5.361,-0.087,0.189,0.056,0.092,0.116041232,0,0.118674717
346,11764,-5.242,6.997,-0.719,0.36,-0.195,0.022,0.143,0.116041232,0,0.118674717
347,11798,12.024,6.971,19.911,0.048,-0.239,-0.015,0.081,0.116041232,0,0.118674717
348,11832,8.79,1.072,-5.992,0.003,0.085,-0.026,0.082,0.116041232,0,0.118674717
349,11866,4.583,5.308,1.58,0.006,0.186,0.28,0.186,0.116041232,0,0.118674717
350,11900,8.584,20.897,13.751,-0.179,0.062,-0.221,0.083,0.116041232,0,0.118674717
351,11934,10.958,8.769,16.755,-0.048,-0.248,-0.133,0.097,0.116041232,0,0.118674717
352,11968,8.019,1.952,-5.731,0.012,0.192,0.173,0.109,0.116041232,0,0.118674717
353,12002,20.718,4.986,24.624,-0.086,0.171,0.074,0.106,0.116041232,0,0.118674717
354,12036,-0.431,1.997,6.668,-0.059,-0.249,-0.187,0.089,0.116041232,0,0.118674717
355,12070,11.906,3.515,-4.151,0.066,0.172,0.091,0.085,0.116041232,0,0.118674717
356,12104,-4.395,4.7,7.376,0.033,-0.513,-0.313,0.07,0.116041232,0,0.118674717
357,12138,17.046,3.19,-7.203,0.01,0.137,0.026,0.096,0.116041232,0,0.118674717
358,12172,2.641,8.418,4.276,-0.009,0.004,0.265,0.097,0.116041232,0,0.118674717
359,12206,17.486,-0.871,25.907,0.344,0.011,0.411,0.111,0.116041232,0,0.118674717
360,12240,7.325,8.99,-4.282,0.078,0.22,0.042,0.08,0.116041232,0,0.118674717
361,12274,2.947,0.854,-6.227,0.185,-0.025,-0.042,0.094,0.116041232,0,0.118674717
362,12308,1.138,3.666,2.158,0.08,0.063,0.068,-0.004,0.116041232,0,0.118674717
363,12342,5.711,7.688,16.839,-0.263,-0.279,-0.029,0.108,0.116041232,0,0.118674717
364,12376,12.886,4.748,-6.994,0.047,0.177,-0.055,0.103,0.116041232,0,0.118674717
365,12410,4.229,9.325,-2.904,-0.111,-0.019,0.209,0.118,0.116041232,0,0.118674717
366,12444,4.703,-3.43,-7.797,-0.061,-0.212,-0.06,0.079,0.116041232,0,0.118674717
367,12478,15.167,15.079,19.627,0.106,0.251,0.08,0.106,0.116041232,0,0.118674717
368,12512,4.783,9.063,12.036,-0.159,-0.253,-0.269,0.088,0.116041232,0,0.118674717
369,12546,-1.867,10.728,0.054,0.008,-0.088,-0.087,0.096,0.116041232,0,0.118674717
370,12580,23.175,6.078,27.674,-0.099,0.048,0.104,0.109,0.116041232,0,0.118674717
371,12614,2.114,0.22,-1.736,-0.025,0.034,0.154,0.077,0.116041232,0,0.118674717
372,12648,7.583,1.837,17.943,0.193,-0.426,0.208,0.111,0.116041232,0,0.118674717
373,12682,10.598,6.179,-3.64,0.019,0.188,-0.028,0.102,0.116041232,0,0.118674717
374,12716,10.105,7.81,-8.999,0.078,0.041,-0.024,0.102,0.116041232,0,0.118674717
375,12750,0.85,2.549,1.59,0.013,0,0,-0.005,0.116041232,0,0.118674717
376,12784,-0.951,2.836,9.464,0.158,-0.378,0.134,0.102,0.116041232,0,0.118674717
377,12818,7.356,3.304,-6.819,-0.035,0.344,0.028,0.085,0.116041232,0,0.118674717
378,12852,-0.832,6.417,0.848,0.147,-0.045,0.046,0.166,0.116041232,0,0.118674717
379,12886,-4.085,-4.606,-3.121,0.128,-0.67,-0.108,0.094,0.116041232,0,0.118674717
380,12920,14.057,14.476,17.996,-0.084,0.176,0.044,0.105,0.116041232,0,0.118674717
381,12954,7.424,5.016,6.052,-0.084,0.025,0.045,0.096,0.116041232,0,0.118674717
382,12988,-0.343,13.976,2.86,0.45,-0.207,-0.012,0.112,0.116041232,0,0.118674717
383,13022,8.521,6.723,15.66,-0.036,-0.221,-0.046,0.079,0.116041232,0,0.118674717
384,13056,10.884,3.464,-9.568,0.095,-0.106,-0.18,0.081,0.116041232,0,0.118674717
385,13090,18.235,-1.712,28.117,-0.256,0.039,0.081,0.093,0.116041232,0,0.118674717
386,13124,7.806,10.576,-4.035,-0.135,0.354,-0.008,0.114,0.116041232,0,0.118674717
387,13158,3.483,-0.293,-8.312,-0.072,0.114,-0.142,0.083,0.116041232,0,0.118674717
388,13192,-2.199,17.264,0.438,0.354,-0.074,0.15,0.225,0.116041232,0,0.118674717
389,13226,18.337,2.372,24.707,0.089,-0.137,-0.024,0.086,0.116041232,0,0.118674717
390,13260,-0.778,3.826,1.831,0.067,-0.126,0.018,0.097,0.116041232,0,0.118674717
391,13294,15.508,8.184,-4.118,-0.212,0.395,0.028,0.206,0.116041232,0,0.118674717
392,13328,-3.24,1.216,-6.066,0.067,-0.102,-0.016,0.088,0.116041232,0,0.118674717
393,13362,17.831,14.373,24.609,-0.002,0.327,0.064,0.118,0.116041232,0,0.118674717
394,13396,-0.326,4.776,7.157,-0.323,0.08,0.027,0.101,0.116041232,0,0.118674717
395,13430,16.019,4.201,25.19,-0.076,0.189,0.384,0.094,0.116041232,0,0.118674717
396,13464,9.224,5.055,-0.909,0.119,0.101,0.019,0.118,0.116041232,0,0.118674717
397,13498,6.475,10.847,-0.69,0.193,-0.284,-0.131,0.114,0.116041232,0,0.118674717
398,13532,12.932,-0.564,22.344,0.157,-0.505,0.163,0.095,0.116041232,0,0.118674717
399,13566,8.731,10.73,-6.263,0.051,0.15,-0.026,0.125,0.116041232,0,0.118674717
400,13600,-0.985,4.348,-3.313,0.149,-0.007,-0.072,0.077,0.116041232,0,0.118674717
401,13634,-0.212,19.172,0.851,0.329,-0.284,-0.338,0.177,0.116041232,0,0.118674717
402,13668,19.804,2.586,26.546,-0.008,-0.057,0.084,0.098,0.116041232,0,0.118674717
403,13702,0.117,2.417,1.682,0.014,0.078,-0.012,0.108,0.116041232,0,0.118674717
404,13736,14.748,8.767,-2.44,-0.067,0.165,-0.099,0.2,0.116041232,0,0.118674717
405,13770,3.8,10.007,-5.487,0.019,0.316,-0.272,0.103,0.116041232,0,0.118674717
406,13804,7.373,-1.556,-7.031,0.181,0.003,0.033,0.112,0.116041232,0,0.118674717
407,13838,11.623,7.88,18.823,0.22,0.115,0.411,0.11,0.116041232,0,0.118674717
408,13872,-2.355,17.506,5.981,-0.118,0.394,0.182,0.095,0.116041232,0,0.118674717
409,13906,16.222,12.571,22.73,0.049,-0.101,-0.031,0.101,0.116041232,0,0.118674717
410,13940,10.597,3.06,-3.743,0.024,0.305,0.147,0.123,0.116041232,0,0.118674717
411,13974,2.498,21.776,11.819,-0.025,0.653,0.206,0.108,0.116041232,0,0.118674717
412,14008,10.864,10.72,19.442,-0.119,-0.238,-0.14,0.077,0.116041232,0,0.118674717
413,14042,13.302,1.675,-9.103,0.019,-0.029,-0.07,0.087,0.116041232,0,0.118674717
414,14076,11.96,-4.075,18.287,-0.023,-0.308,-0.064,0.178,0.116060333,0,0.118655616
415,14110,3.108,9.738,-5.047,0.027,0.184,-0.044,0.094,0.116060333,0,0.118655616
416,14144,12.119,-1.903,-8.755,-0.067,0.142,-0.112,0.097,0.116060333,0,0.118655616
417,14178,4.685,1.708,4.326,0.137,0.372,0.308,0.193,0.116060333,0,0.118655616
418,14212,0.659,15.41,5.4,0.116,0.063,-0.025,0.078,0.116273243,0,0.118442706
419,14246,24.971,13.572,26.549,0.007,-0.083,-0.092,0.094,0.116273243,0,0.118442706
420,14280,5.181,-2.229,-0.331,-0.12,-0.055,0.065,0.117,0.116273243,0,0.118442706
421,14314,7.638,-6.739,-8.468,-0.017,-0.014,0.07,0.077,0.116486152,0,0.118229797
422,14348,5.081,16.682,12.439,-0.036,0.356,0.007,0.115,0.116486152,0,0.118229797
423,14382,17.46,13.668,18.023,0.053,-0.288,-0.186,0.083,0.116486152,0,0.118229797
424,14416,-9.227,4.624,-1.633,-0.021,-0.015,-0.414,0.101,0.116699061,0,0.118016888
425,14450,29.851,6.461,31.077,-0.007,0.221,-0.095,0.088,0.116699061,0,0.118016888
426,14484,0.687,-3.073,6.309,-0.061,0.041,0.191,0.086,0.116699061,0,0.118016888
427,14518,14.335,-5.476,-4.705,-0.153,-0.221,0.309,0.187,0.11691197,0,0.117803979
428,14552,-8.89,-4.585,-6.712,-0.105,-0.031,-0.118,0.087,0.11691197,0,0.117803979
429,14586,21.935,15.856,28.402,0,-0.148,-0.012,0.097,0.11691197,0,0.117803979
430,14620,2.719,4.303,6.861,-0.44,0.219,-0.097,0.18,0.11691197,0,0.117803979
431,14654,4.394,6.98,-0.675,-0.053,-0.163,-0.285,0.064,0.117124879,0,0.11759107
432,14688,14.943,2.923,-8.264,0.091,0.02,-0.019,0.127,0.117124879,0,0.11759107
433,14722,-4.745,-2.394,-3.176,-0.2,-0.171,0.175,0.123,0.117124879,0,0.11759107
434,14756,17.341,2.582,22.865,0.183,-0.074,0.422,0.073,0.117337788,0,0.117378161
435,14790,5.673,4.69,-1.848,0.085,0.03,0.031,0.118,0.117337788,0,0.117378161
436,14824,12.646,9.528,-1.364,-0.016,0.004,-0.003,0.103,0.117337788,0,0.117378161
437,14858,23.592,-6.092,27.292,0.194,-0.345,0.301,0.088,0.117550697,0,0.117165252
438,14892,4.046,9.486,-4.09,-0.08,0.305,-0.067,0.12,0.117550697,0,0.117165252
439,14926,2.947,-0.34,-7.8,0.052,-0.009,-0.022,0.09,0.117550697,0,0.117165252
440,14960,-0.913,9.73,-8.93,-0.037,-0.032,-0.319,0.214,0.117763606,0,0.116952343
441,14994,13.599,-3.345,-4.244,-0.096,-0.011,0.013,0.106,0.117763606,0,0.116952343
442,15028,-0.874,8.323,4.446,-0.072,0.185,0.048,0.087,0.117763606,0,0.116952343
443,15062,28.873,10.072,28.459,0.22,-0.076,-0.089,0.159,0.117763606,0,0.116952343
444,15096,18.328,12.744,21.196,-0.113,0.58,0.138,0.074,0.117976516,0,0.116739433
445,15130,7.085,11.937,16.63,-0.246,-0.243,-0.247,0.105,0.117976516,0,0.116739433
446,15164,9.96,2.735,-3.449,-0.064,-0.008,0.082,0.102,0.117976516,0,0.116739433
447,15198,-1.36,17.47,6.951,-0.11,0.209,0.124,0.078,0.118189425,0,0.116526524
448,15232,24.053,9.065,26.888,0.003,-0.244,-0.057,0.098,0.118189425,0,0.116526524
449,15266,3.76,-0.589,-1.976,-0.043,0.162,0.212,0.099,0.118189425,0,0.116526524
450,15300,-2.957,3.869,6.881,0.069,-0.209,0.085,0.081,0.118402334,0,0.116313615
451,15334,10.201,0.116,-7.676,0.024,0.208,-0.045,0.091,0.118402334,0,0.116313615
452,15368,10.247,5.182,-6.736,0.05,-0.138,-0.148,0.08,0.118402334,0,0.116313615
453,15402,-3.866,-6.565,-5.25,0.355,-0.882,-0.271,0.222,0.118615243,0,0.116100706
454,15436,15.166,8.476,21.745,0.033,0.174,-0.089,0.127,0.118615243,0,0.116100706
455,15470,2.204,6.468,12.554,0.049,-0.133,0.011,0.095,0.118615243,0,0.116100706
456,15504,24.241,8.047,-7.615,0.015,-0.153,-0.256,0.167,0.118615243,0,0.116100706
457,15538,14.344,6.206,-6.955,0.018,0.241,-0.211,0.08,0.118828152,0,0.115887797
458,15572,5.831,1.53,-5.43,-0.144,-0.048,-0.122,0.11,0.118828152,0,0.115887797
459,15606,0.118,3.404,7.74,0.082,-0.062,-0.029,0.108,0.118828152,0,0.115887797
460,15640,22.6,-4.602,28.253,-0.016,-0.43,-0.052,0.089,0.119041061,0,0.115674888
461,15674,1.74,9.209,-0.093,0.035,0.113,-0.032,0.097,0.119041061,0,0.115674888
462,15708,11.454,6.485,-4.079,0.149,-0.038,-0.146,0.095,0.119041061,0,0.115674888
463,15742,8.904,8.358,-10.225,0.291,0.583,-0.037,0.12,0.11925397,0,0.115461979
464,15776,-9.069,-5.493,-5.992,-0.028,-0.244,0.007,0.113,0.11925397,0,0.115461979
465,15810,22.734,14.749,31.884,0.162,0.403,0.227,0.083,0.11925397,0,0.115461979
466,15844,16.04,5.083,-8.215,0.019,0.47,0.272,0.214,0.119466879,0,0.11524907
467,15878,-11.14,-0.578,-5.264,0.061,-0.203,-0.025,0.126,0.119466879,0,0.11524907
468,15912,28.264,13.292,32.257,0.162,0.06,-0.021,0.084,0.119466879,0,0.11524907
469,15946,0.137,-1.425,1.604,-0.124,-0.22,0.052,0.136,0.119466879,0,0.11524907
470,15980,19.391,-2.19,-6.62,-0.136,0.311,0.16,0.083,0.119679789,0,0.11503616
471,16014,-0.837,9.439,3.382,0.044,0.173,-0.023,0.087,0.119679789,0,0.11503616
472,16048,30.323,11.585,30.452,-0.222,0.029,-0.175,0.106,0.119679789,0,0.11503616
473,16082,23.086,2.505,-10.317,0.173,0.408,0.093,0.081,0.119892698,0,0.114823251
474,16116,-6.408,1.16,-2.472,-0.041,-0.257,0.008,0.098,0.119892698,0,0.114823251
475,16150,20.355,4.648,26.258,0.027,0.279,0.072,0.108,0.119892698,0,0.114823251
476,16184,9.029,13.23,-9.474,-0.132,0.276,-0.076,0.104,0.120105607,0,0.114610342
477,16218,-8.658,-3.483,-5.318,-0.167,-0.167,0.02,0.124,0.120105607,0,0.114610342
478,16252,25.947,15.917,34.524,0.033,0.14,0.184,0.111,0.120105607,0,0.114610342
479,16286,35.975,-0.698,38.161,-0.084,-0.016,-0.089,0.157,0.120318516,0,0.114397433
480,16320,6.551,5.443,-1.712,0.003,0.123,-0.054,0.105,0.120318516,0,0.114397433
481,16354,11.046,4.115,-5.778,0.003,-0.044,-0.148,0.114,0.120318516,0,0.114397433
482,16388,2.998,3.112,7.686,0.216,-0.148,-0.185,0.166,0.120318516,0,0.114397433
483,16422,14.745,1.804,-5.618,-0.01,-0.069,-0.124,0.086,0.120531425,0,0.114184524
484,16456,-4.923,-5.723,-5.318,-0.032,-0.106,-0.06,0.109,0.120531425,0,0.114184524
485,16490,12.129,7.463,17.87,0.135,0.002,0.002,0.084,0.120531425,0,0.114184524
486,16524,6.618,-5.506,-5.706,-0.186,-0.17,0.027,0.087,0.120744334,0,0.113971615
487,16558,5.956,14.758,16.114,-0.059,0.219,0.416,0.094,0.120744334,0,0.113971615
488,16592,2.597,5.86,9.02,-0.066,-0.252,0.232,0.092,0.120744334,0,0.113971615
489,16626,-6.454,8.026,-2.563,0.189,-0.199,-0.263,0.098,0.120957243,0,0.113758706
490,16660,33.24,6.739,33.631,-0.016,-0.015,0.189,0.113,0.120957243,0,0.113758706
491,16694,0.516,0.67,-4.899,-0.027,0.211,0.112,0.108,0.120957243,0,0.113758706
492,16728,28.317,20.126,31.456,0.017,0.142,-0.056,0.168,0.121170152,0,0.113545797
493,16762,-1.576,2.491,6.338,-0.035,-0.309,-0.226,0.094,0.121170152,0,0.113545797
494,16796,16.874,6.001,-10.243,0.023,0.283,0.06,0.132,0.121170152,0,0.113545797
495,16830,-6.527,-6.365,0.719,-0.194,0.397,0.251,0.188,0.121170152,0,0.113545797
496,16864,0.892,1.889,13.068,0.138,-0.303,0.083,0.087,0.121383062,0,0.113332887
497,16898,18.499,3.42,-8.312,-0.129,0.102,-0.133,0.089,0.121383062,0,0.113332887
498,16932,-5.847,-0.777,5.385,0.164,-0.248,0.143,0.142,0.121383062,0,0.113332887
499,16966,8.116,-6.703,-6.913,0.175,-0.307,-0.191,0.114,0.121595971,0,0.113119978
500,17000,15.716,11.938,24.241,-0.221,0.275,0.21,0.076,0.121595971,0,0.113119978
501,17034,-4.984,2.499,5.563,0.151,-0.366,-0.242,0.097,0.121595971,0,0.113119978
502,17068,36.443,1.875,35.642,-0.34,0.121,0.119,0.091,0.12180888,0,0.112907069
503,17102,9.19,6.516,-2.866,0.151,0.184,0.094,0.088,0.12180888,0,0.112907069
504,17136,-3.059,7.844,0.82,0.008,-0.265,0.073,0.115,0.12180888,0,0.112907069
505,17170,-0.505,7.965,0.6,0.003,-0.089,-0.161,0.164,0.122021789,0,0.11269416
506,17204,15.355,0.986,-5.919,0.179,-0.075,-0.063,0.126,0.122021789,0,0.11269416
507,17238,14.698,13.359,24.017,-0.257,0.364,0.155,0.097,0.122021789,0,0.11269416
508,17272,-3.42,7.708,9.992,0.143,-0.095,-0.256,0.175,0.122021789,0,0.11269416
509,17306,35.227,9.166,36.566,0.031,-0.218,-0.114,0.073,0.122234698,0,0.112481251
510,17340,15.702,1.906,-5.073,0.07,0.133,-0.017,0.102,0.122234698,0,0.112481251
511,17374,-5.294,7.791,0.04,0.222,0.064,0.371,0.114,0.122234698,0,0.112481251
512,17408,28.417,8.021,33.012,-0.211,0.223,0.038,0.082,0.122447607,0,0.112268342
513,17442,-0.253,4.81,6.97,0.031,-0.056,0.006,0.073,0.122447607,0,0.112268342
514,17476,13.996,13.128,-1.75,-0.119,0.031,-0.307,0.092,0.122447607,0,0.112268342
515,17510,3.882,8.079,20.024,-0.1,-0.39,0.317,0.088,0.122660516,0,0.112055433
516,17544,18.242,0.802,-8.333,-0.132,0.025,-0.201,0.092,0.122660516,0,0.112055433
517,17578,8.129,14.593,23.457,0.232,0.071,-0.058,0.104,0.122660516,0,0.112055433
518,17612,-1.829,5.947,-3.832,0.133,-0.205,-0.266,0.127,0.122900794,0,0.111815155
519,17646,17.849,1.527,-8.897,-0.025,0.112,0.016,0.097,0.122900794,0,0.111815155
520,17680,-7.474,-1.125,-4.325,0.054,0.078,0.393,0.096,0.122900794,0,0.111815155
521,17714,26.757,15.725,21.442,0.357,0.218,0.138,0.182,0.122900794,0,0.111815155
522,17748,-6.92,12.83,1.619,-0.017,0.001,0.051,0.09,0.123141072,0,0.111574877
523,17782,31.797,12.893,28.846,-0.057,0.129,-0.147,0.088,0.123141072,0,0.111574877
524,17816,1.239,-0.968,-3.22,0.044,0.056,0.144,0.098,0.123141072,0,0.111574877
525,17850,29.382,6.839,28.427,0.256,-0.545,0.248,0.084,0.123381349,0,0.1113346
526,17884,12.358,3.665,-9.601,-0.195,0.2,-0.054,0.085,0.123381349,0,0.1113346
527,17918,1.976,10.254,-3.109,-0.099,0.141,-0.148,0.109,0.123381349,0,0.1113346
528,17952,-3.427,-8.233,-7.735,0.277,-0.753,0.048,0.094,0.123621627,0,0.111094322
529,17986,3.097,13.029,8.157,0.031,0.267,-0.026,0.101,0.123621627,0,0.111094322
530,18020,36.063,17.229,30.055,0.173,-0.019,-0.136,0.106,0.123621627,0,0.111094322
531,18054,-5.231,5.551,0.57,0.047,-0.316,0.025,0.141,0.123861905,0,0.110854044
532,18088,22.944,4.348,-12.61,0.207,0.176,0.066,0.094,0.123861905,0,0.110854044
533,18122,-0.008,2.832,-7.417,0.179,-0.161,0.078,0.091,0.123861905,0,0.110854044
534,18156,3.956,-7.339,6.863,0.016,-0.1,0.158,0.183,0.123861905,0,0.110854044
535,18190,22.028,-3.076,-8.695,0.133,-0.26,0.129,0.104,0.124102182,0,0.110613767
536,18224,-2.52,3.973,-1.625,0.037,0.058,0.291,0.103,0.124102182,0,0.110613767
537,18258,22.248,7.17,23.978,-0.109,-0.077,-0.303,0.115,0.124102182,0,0.110613767
538,18292,25.686,0.884,-5.813,0.074,0.257,0.426,0.097,0.12434246,0,0.110373489
539,18326,-9.781,-1.787,-7.395,-0.028,-0.035,-0.092,0.079,0.12434246,0,0.110373489
540,18360,15.098,8.787,14.789,-0.037,0.373,0.215,0.087,0.12434246,0,0.110373489
541,18394,32.212,-0.784,30.111,-0.193,-0.434,0.192,0.097,0.124582738,0,0.110133211
542,18428,-5.038,3.928,0.958,0.123,-0.127,0.003,0.086,0.124582738,0,0.110133211
543,18462,22.521,4.173,-16.11,0.075,0.022,-0.168,0.109,0.124582738,0,0.110133211
544,18496,21.652,30.699,22.338,-0.609,0.675,-0.027,0.12,0.124823015,0,0.109892934
545,18530,28.453,6.185,25.289,0.067,-0.301,0.099,0.103,0.124823015,0,0.109892934
546,18564,-6,3.769,1.616,0.022,0.023,0.19,0.098,0.124823015,0,0.109892934
547,18598,27.569,5.405,-8.824,-0.084,0.088,-0.123,0.184,0.124823015,0,0.109892934
548,18632,-11.847,-3.42,-8.439,0.047,-0.348,0.188,0.086,0.125063293,0,0.109652656
549,18666,4.837,7.892,11.256,0.101,0.062,0.039,0.098,0.125063293,0,0.109652656
550,18700,38.434,20.41,29.315,-0.041,-0.146,-0.172,0.097,0.125063293,0,0.109652656
551,18734,23.764,3.782,-7.307,0.05,0.317,-0.011,0.105,0.125303571,0,0.109412378
552,18768,-4.999,-2.379,-7.538,-0.138,-0.313,0.036,0.096,0.125303571,0,0.109412378
553,18802,7.718,3.951,10.792,0.297,0.279,0.385,0.084,0.125303571,0,0.109412378
554,18836,-6.123,19.229,-0.976,0.101,-0.124,0.439,0.087,0.125543848,0,0.109172101
555,18870,33.192,8.334,27.928,-0.301,0.147,-0.07,0.119,0.125543848,0,0.109172101
556,18904,-5.422,-1.52,-3.94,0.03,-0.241,0.097,0.115,0.125543848,0,0.109172101
557,18938,43.784,3.094,35.198,-0.092,0.301,0.279,0.101,0.125784126,0,0.108931823
558,18972,-0.776,0.525,5.642,-0.195,0.029,-0.196,0.093,0.125784126,0,0.108931823
559,19006,11.291,1.352,-13.662,0.078,0.183,0.229,0.113,0.125784126,0,0.108931823
560,19040,1.313,3.407,-0.622,0.072,0.041,0.037,-0.005,0.126024404,0,0.108691545
561,19074,25.833,1.589,-10.822,0.012,0.362,0.11,0.085,0.126024404,0,0.108691545
562,19108,0.574,3.352,-6.757,0.145,-0.318,0.058,0.089,0.126024404,0,0.108691545
563,19142,0.597,-6.929,6.747,0.178,0.3,0.801,0.117,0.126024404,0,0.108691545
564,19176,-0.474,-11.585,-11.291,-0.179,-0.176,-0.07,0.111,0.126264681,0,0.108451268
